station_id,transaction_date,station_type,region,country,fuel_type,litres_sold,transaction_value,theft_flag,year,day_of_week
ST1271,2015-04-26,Urban,Hamilton,Papua New Guinea,91,54,88.10400333260435,0,2015,Sunday
ST1272,2018-04-15,Unmanned,Auckland,New Zealand,91,112,298.12087553959384,0,2018,Sunday
ST1273,2019-03-17,Urban,Wellington,Australia,Diesel,116,281.7502419810738,0,2019,Sunday
ST1274,2018-01-07,Staffed,Dunedin,Fiji,95,95,184.9892825701399,0,2018,Sunday
ST1275,2015-11-15,Urban,Auckland,Papua New Guinea,95,68,260.5083235941053,0,2015,Sunday
ST1276,2015-02-08,Staffed,Auckland,New Zealand,Diesel,113,180.23949431801054,0,2015,Sunday
ST1277,2016-11-20,Urban,Christchurch,Samoa,Diesel,43,205.89642200068994,0,2016,Sunday
ST1278,2019-06-16,Staffed,Hamilton,Fiji,91,56,72.28110802900416,0,2019,Sunday
ST1279,2015-09-13,Urban,Dunedin,Australia,Diesel,23,238.81760512420198,0,2015,Sunday
ST1280,2020-05-10,Rural,Wellington,Australia,95,127,81.9283709088087,0,2020,Sunday
ST1281,2018-06-17,Urban,Dunedin,Fiji,Diesel,145,256.5169075631321,0,2018,Sunday
ST1282,2016-10-23,Urban,Wellington,Australia,91,39,245.50702191759646,0,2016,Sunday
ST1283,2016-11-20,Rural,Hamilton,Papua New Guinea,91,69,227.1861744357441,0,2016,Sunday
ST1284,2018-08-05,Unmanned,Wellington,New Zealand,91,115,59.040095131190526,0,2018,Sunday
ST1285,2017-03-19,Unmanned,Christchurch,Papua New Guinea,91,124,125.78208898633216,0,2017,Sunday
ST1286,2018-08-26,Urban,Christchurch,Australia,91,136,115.77814247771072,0,2018,Sunday
ST1287,2019-11-03,Rural,Christchurch,Samoa,Diesel,117,140.03410186787977,0,2019,Sunday
ST1288,2018-01-28,Urban,Christchurch,New Zealand,Diesel,85,71.91068669095964,1,2018,Sunday
ST1289,2019-11-24,Staffed,Dunedin,New Zealand,Diesel,98,284.23945575776565,1,2019,Sunday
ST1290,2017-06-11,Staffed,Hamilton,Fiji,Diesel,25,188.45056017809407,0,2017,Sunday
ST1291,2015-05-03,Urban,Wellington,Fiji,91,58,126.38107766450588,0,2015,Sunday
ST1292,2020-05-17,Unmanned,Wellington,Samoa,95,134,149.24537926857084,0,2020,Sunday
ST1293,2019-04-07,Unmanned,Christchurch,New Zealand,Diesel,144,161.80063512620893,0,2019,Sunday
ST1294,2016-01-10,Urban,Christchurch,Samoa,95,31,200.14858334015432,0,2016,Sunday
ST1295,2016-02-07,Urban,Auckland,Fiji,Diesel,37,178.91985692412445,0,2016,Sunday
ST1296,2018-04-29,Staffed,Hamilton,Fiji,Diesel,59,279.8479933036043,0,2018,Sunday
ST1297,2020-05-10,Unmanned,Dunedin,New Zealand,95,40,174.24087072645756,0,2020,Sunday
ST1298,2017-03-05,Urban,Wellington,Papua New Guinea,91,118,298.03950370582817,0,2017,Sunday
ST1299,2020-07-05,Staffed,Auckland,Australia,Diesel,45,262.85623943627394,0,2020,Sunday
